,Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Received,Gls 90,Ast 90,G+A 90,G-PK 90,G+A-PK,xG 90,xAG 90,xG+xAG,npxG 90,npxG+xAG 90,Matches,A-xAG,Crosses into Penalty Area,Key Passes,Long Passes Attempted,Long Passes Completed,Long Passes Success %,Medium Passes Attempted,Medium Passes Completed,Medium Passes Success %,Passes into Final Third,Passes into Penalty Area,Progressive Passing Distance,Short Passes Attenpted,Short Passes Completed,Short Passes Success %,Total Passes Attempted,Total Passes Completed,Total Passes Success %,Total Passing Distance,xA,Corner Kick Outward,Corner Kick Straight,Corner Kicks,Corner Kicks Inward,Crosses,Dead-ball Passes,Free Kicks Passes,Live-ball Passes,Passes Blocked by Opponent,Passes Completed,Passes Offside,Switches,Through Balls,Throw Ins,% Dribblers Tackled,Challenges Lost,Clearances,Defensive Errors,Dribblers Tackled,Dribbles Challenged,Interceptions,Passes Blocked,Shots Blocked,Tackles,Tackles Att 3rd,Tackles Def 3rd,Tackles Mid 3rd,Tackles Won,Tackles+Interceptions,Total Blocks
54,53,Axel Atum,ar ARG,"FW,MF",Estudiantes,18-117,2006,2,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,1,1,100.0,9,8,88.9,2,0,81,14,11,78.6,28,21,75.0,294,0.0,0,0,0,0,0,1,1,27,1,21,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,54,Gabriel Ávalos,py PAR,FW,Independiente,33-199,1990,14,13,1133,12.6,1,1,2,1,0,1,1,0,4.1,3.3,2.5,5.8,16,19,81,0.08,0.08,0.16,0.08,0.16,0.33,0.20,0.52,0.27,0.46,Matches,-1.5,0,17,13,6,46.2,66,38,57.6,11,6,419,157,106,67.5,273,160,58.6,2005,1.4,0,0,0,0,4,10,0,262,14,160,1,1,4,0,30.0,7,12,0,3,10,4,6,0,5,4,0,1,2,9,6
56,55,Enzo Avaro,ar ARG,DF,Deportivo Riestra,24-346,1999,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.31,0.31,0.00,0.31,Matches,0.0,0,1,1,1,100.0,3,2,66.7,2,1,61,1,1,100.0,6,4,66.7,97,0.0,0,0,0,0,0,0,0,6,1,4,0,0,0,0,0.0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0
57,56,Diego Azcurra,ar ARG,"MF,FW",Sarmiento,25-340,1998,2,0,40,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1,2,6,0.00,0.00,0.00,0.00,0.00,0.78,0.00,0.78,0.78,0.78,Matches,0.0,0,0,0,0,,2,2,100.0,2,0,52,4,2,50.0,8,4,50.0,64,0.0,0,0,0,0,1,0,0,8,1,4,0,0,0,0,50.0,1,0,0,1,2,0,0,0,1,0,1,0,0,1,0
58,57,Tomás Badaloni,ar ARG,FW,Godoy Cruz,23-362,2000,12,8,684,7.6,4,1,5,4,0,0,1,0,1.9,1.9,0.4,2.3,3,7,33,0.53,0.13,0.66,0.53,0.66,0.25,0.06,0.30,0.25,0.30,Matches,+0.6,0,7,6,5,83.3,26,18,69.2,8,0,212,67,52,77.6,122,84,68.9,1084,0.1,0,0,0,0,2,11,0,111,9,84,0,0,0,1,0.0,3,5,0,0,3,1,7,0,0,0,0,0,0,1,7
59,58,Elías Báez,ar ARG,DF,San Lorenzo,19-193,2004,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,0,0,,2,2,100.0,1,0,24,9,9,100.0,11,11,100.0,124,0.0,0,0,0,0,0,1,0,10,0,11,0,0,0,1,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
60,59,Mateo Bajamich,ar ARG,"FW,MF",Tucumán,24-269,1999,13,5,541,6.0,3,0,3,3,0,0,1,0,2.3,2.3,0.4,2.7,12,22,40,0.50,0.00,0.50,0.50,0.50,0.38,0.07,0.45,0.38,0.45,Matches,-0.4,2,6,15,8,53.3,44,31,70.5,19,10,549,72,56,77.8,150,101,67.3,1497,0.5,0,0,0,0,13,5,0,144,7,101,1,1,0,4,0.0,6,0,0,0,6,2,1,0,5,0,1,4,3,7,1
61,60,Adrián Balboa,uy URU,FW,CA Unión,30-100,1994,13,9,878,9.8,3,1,4,3,0,0,1,0,2.0,2.0,1.2,3.1,11,14,63,0.31,0.10,0.41,0.31,0.41,0.20,0.12,0.32,0.20,0.32,Matches,-0.2,1,8,8,4,50.0,58,36,62.1,14,2,347,103,73,70.9,196,117,59.7,1656,0.3,0,0,0,0,8,12,1,183,11,117,1,1,0,5,50.0,4,10,0,4,8,5,13,2,17,4,0,13,7,22,15
62,61,Agustín Baldi,ar ARG,DF,Belgrano,21-353,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,3,2,66.7,23,22,95.7,6,0,272,34,31,91.2,63,56,88.9,855,0.0,0,0,0,0,1,10,0,53,1,56,0,0,0,10,66.7,1,3,0,2,3,0,0,0,3,0,2,1,3,3,0
63,62,Guillermo Balzi,ar ARG,"MF,FW",Newell's OB,22-280,2001,4,1,134,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,6,8,7,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.31,0.16,0.31,Matches,-0.2,0,4,14,7,50.0,18,15,83.3,1,1,247,24,21,87.5,57,43,75.4,830,0.6,1,0,5,4,9,11,5,46,1,43,0,0,0,1,66.7,1,2,0,2,3,1,2,0,5,2,2,1,3,6,2
64,63,Éver Banega,ar ARG,MF,Newell's OB,35-304,1988,11,11,755,8.4,0,2,2,0,0,0,1,2,0.9,0.9,1.8,2.7,23,103,34,0.00,0.24,0.24,0.00,0.24,0.11,0.21,0.33,0.11,0.33,Matches,+0.2,3,24,148,98,66.2,209,174,83.3,72,18,3134,187,159,85.0,573,439,76.6,9453,2.0,10,0,23,11,52,78,48,493,10,439,2,24,6,7,25.0,18,1,0,6,24,3,5,1,16,0,6,10,14,19,6
65,64,Tiago Banega,ar ARG,MF,CA Unión,24-302,1999,3,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,7,3,42.9,16,12,75.0,3,1,185,11,6,54.5,36,21,58.3,424,0.0,0,0,0,0,3,9,1,26,2,21,1,0,0,8,50.0,1,1,0,1,2,1,3,0,1,0,0,1,0,2,3
66,65,Ezequiel Barco,ar ARG,"MF,FW",River Plate,25-030,1999,14,10,963,10.7,0,6,6,0,0,1,0,0,1.9,1.1,3.0,4.1,62,91,64,0.00,0.56,0.56,0.00,0.56,0.18,0.28,0.46,0.10,0.38,Matches,+3.0,4,32,61,46,75.4,186,165,88.7,66,25,2394,311,276,88.7,587,501,85.3,8000,2.5,3,0,15,7,25,46,18,539,7,501,2,2,0,12,14.3,18,0,0,3,21,5,7,0,8,0,2,6,3,13,7
67,66,Adam Bareiro,py PAR,FW,San Lorenzo,27-277,1996,12,12,1035,11.5,6,1,7,5,1,1,5,0,4.9,4.1,1.0,5.2,13,24,58,0.52,0.09,0.61,0.43,0.52,0.43,0.09,0.52,0.36,0.45,Matches,0.0,0,15,21,18,85.7,81,60,74.1,23,5,624,149,106,71.1,286,193,67.5,3075,0.4,0,0,0,0,4,23,2,263,11,193,0,4,1,4,50.0,6,9,0,6,12,2,1,1,11,4,1,6,6,13,2
68,67,Juan Barinaga,ar ARG,DF,Belgrano,23-201,2000,13,12,986,11.0,1,2,3,1,0,0,2,0,0.7,0.7,1.5,2.2,30,25,54,0.09,0.18,0.27,0.09,0.27,0.06,0.14,0.20,0.06,0.20,Matches,+0.5,6,9,71,25,35.2,153,117,76.5,19,9,1951,163,140,85.9,430,285,66.3,4941,1.2,0,0,0,0,44,122,3,306,24,285,2,5,0,119,56.0,11,33,1,14,25,13,15,6,27,3,13,11,14,40,21
69,68,Marcelo Barovero,ar ARG,GK,Banfield,40-070,1984,14,14,1260,14.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,172,81,47.1,135,132,97.8,4,0,5103,59,59,100.0,371,275,74.1,7059,0.0,0,0,0,0,0,129,28,240,0,275,2,1,0,1,,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
70,69,Daniel Barrea,ar ARG,"FW,MF",Godoy Cruz,22-281,2001,5,0,138,1.5,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,8,1,11,0.00,0.00,0.00,0.00,0.00,0.42,0.17,0.59,0.42,0.59,Matches,-0.3,0,2,2,0,0.0,11,6,54.5,1,0,41,13,9,69.2,31,17,54.8,220,0.1,0,0,0,0,4,0,0,31,2,17,0,0,0,0,0.0,2,1,0,0,2,0,2,0,1,0,0,1,0,1,2
71,70,Nicolás Barrientos,ar ARG,"MF,FW",Instituto,29-023,1995,6,1,147,1.6,1,0,1,1,0,0,0,0,0.5,0.5,0.2,0.7,2,9,10,0.61,0.00,0.61,0.61,0.61,0.28,0.13,0.41,0.28,0.41,Matches,-0.2,0,4,17,11,64.7,23,16,69.6,8,1,281,25,19,76.0,66,46,69.7,986,0.5,1,0,2,1,9,9,5,57,0,46,0,0,0,2,40.0,3,0,0,2,5,0,2,0,5,2,2,1,2,5,2
72,71,Alan Barrionuevo,ar ARG,DF,Deportivo Riestra,27-117,1997,13,11,1023,11.4,1,1,2,1,0,0,0,0,0.7,0.7,0.3,1.0,4,36,1,0.09,0.09,0.18,0.09,0.18,0.06,0.02,0.09,0.06,0.09,Matches,+0.7,1,3,68,21,30.9,112,82,73.2,25,3,2008,78,61,78.2,268,165,61.6,3254,0.4,0,0,0,0,3,25,14,242,2,165,1,2,2,6,63.6,4,92,0,7,11,9,8,7,18,0,14,4,7,27,15
73,72,Nahuel Barrios,ar ARG,"MF,FW",San Lorenzo,25-357,1998,13,10,868,9.6,0,1,1,0,0,0,1,0,0.3,0.3,0.8,1.1,42,54,53,0.00,0.10,0.10,0.00,0.10,0.03,0.09,0.12,0.03,0.12,Matches,+0.2,1,14,46,25,54.3,154,128,83.1,34,11,1684,199,172,86.4,451,342,75.8,5386,1.1,2,0,6,2,26,31,16,419,24,342,1,5,2,8,37.5,10,1,0,6,16,5,7,0,13,5,5,3,10,18,7
74,73,Pier Barrios,ar ARG,DF,Godoy Cruz,33-302,1990,11,11,978,10.9,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.2,8,48,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,0.0,3,2,83,48,57.8,262,242,92.4,26,4,3391,138,123,89.1,497,413,83.1,8509,0.2,0,0,0,0,9,37,36,459,8,413,1,5,0,0,73.3,4,47,0,11,15,18,4,6,17,0,10,7,9,35,10
75,74,Bautista Barros Schelotto,ar ARG,DF,Platense,24-106,2000,3,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,2,1,50.0,1,0,0.0,0,0,57,1,1,100.0,6,2,33.3,59,0.0,0,0,0,0,0,2,0,4,1,2,0,0,0,2,100.0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0
76,75,Bruno Barticciotto,cl CHI,MF,Talleres,22-357,2001,2,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,0,0,0.00,0.00,0.00,0.00,0.00,0.37,0.27,0.64,0.37,0.64,Matches,-0.1,0,1,0,0,,1,0,0.0,0,0,0,2,2,100.0,4,2,50.0,22,0.0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,,0,0,0,0,0,0,1,0,2,1,0,1,0,2,1
77,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
78,76,Damián Batallini,ar ARG,FW,Argentinos Jun,27-309,1996,8,2,247,2.7,0,1,1,0,0,0,0,0,0.2,0.2,0.2,0.4,7,5,14,0.00,0.36,0.36,0.00,0.36,0.07,0.07,0.14,0.07,0.14,Matches,+0.8,2,2,4,2,50.0,17,14,82.4,2,2,166,36,31,86.1,64,50,78.1,721,0.4,0,0,1,0,5,3,1,61,3,50,0,0,0,0,33.3,2,1,0,1,3,2,3,0,7,1,1,5,7,9,3
79,77,Juan Bautista Cejas,ar ARG,"FW,MF",Godoy Cruz,26-053,1998,11,7,592,6.6,0,2,2,0,0,0,1,0,1.2,1.2,1.3,2.4,16,17,39,0.00,0.30,0.30,0.00,0.30,0.18,0.19,0.37,0.18,0.37,Matches,+0.7,1,14,42,18,42.9,59,40,67.8,14,4,670,78,65,83.3,202,136,67.3,2275,0.8,7,0,19,11,43,28,3,174,6,136,0,0,0,5,27.3,8,1,0,3,11,0,8,1,3,1,2,0,2,3,9
80,78,Jonathan Bay,ar ARG,DF,Instituto,31-087,1993,12,10,959,10.7,1,2,3,1,0,0,1,0,0.7,0.7,1.4,2.1,8,25,58,0.09,0.19,0.28,0.09,0.28,0.07,0.13,0.20,0.07,0.20,Matches,+0.6,8,13,99,45,45.5,151,101,66.9,23,11,2825,177,157,88.7,466,310,66.5,5719,1.6,4,0,5,1,51,101,5,360,19,310,5,2,0,91,60.0,12,24,0,18,30,16,8,4,28,0,14,14,22,44,12
81,79,Gastón Benavídez,ar ARG,DF,Talleres,28-188,1995,14,12,1119,12.4,2,1,3,2,0,0,2,0,1.7,1.7,1.1,2.8,25,56,55,0.16,0.08,0.24,0.16,0.24,0.14,0.08,0.22,0.14,0.22,Matches,-0.1,5,15,72,39,54.2,231,176,76.2,29,8,3292,248,227,91.5,570,448,78.6,7759,1.2,0,0,0,0,17,138,13,432,11,448,0,5,0,125,52.0,12,19,0,13,25,12,11,4,30,4,12,14,21,42,15
82,80,Gastón Benedetti,ar ARG,DF,Estudiantes,23-030,2001,11,8,773,8.6,0,0,0,0,0,0,5,0,0.2,0.2,0.5,0.7,14,37,37,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.08,0.03,0.08,Matches,-0.5,5,7,80,40,50.0,185,139,75.1,30,6,2126,135,122,90.4,424,307,72.4,5807,0.5,0,0,0,0,22,76,8,345,9,307,3,7,0,68,88.2,2,26,0,15,17,9,7,2,18,1,12,5,14,27,9
83,81,Nehuén Benedetti,ar ARG,MF,Estudiantes,19-064,2005,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,5,1,20.0,3,1,33.3,1,0,26,16,14,87.5,28,16,57.1,201,0.0,0,0,0,0,1,2,0,26,3,16,0,0,0,2,,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1
84,82,Darío Benedetto,ar ARG,FW,Boca Juniors,33-347,1990,9,2,219,2.4,1,0,1,1,0,0,0,0,1.0,1.0,0.3,1.3,6,5,24,0.41,0.00,0.41,0.41,0.41,0.42,0.12,0.54,0.42,0.54,Matches,-0.3,0,2,5,3,60.0,14,8,57.1,3,1,78,19,12,63.2,42,23,54.8,409,0.2,0,0,0,0,2,2,0,40,2,23,0,2,2,0,50.0,2,1,0,2,4,0,1,0,2,0,0,2,0,2,1
85,83,Nicolás Benegas,ar ARG,FW,Deportivo Riestra,28-058,1996,14,10,803,8.9,0,2,2,0,0,0,4,0,1.1,1.1,0.8,1.9,8,23,46,0.00,0.22,0.22,0.00,0.22,0.12,0.09,0.21,0.12,0.21,Matches,+1.2,0,6,16,8,50.0,61,31,50.8,9,6,446,76,44,57.9,178,89,50.0,1417,0.3,0,0,0,0,11,9,0,167,10,89,2,1,0,1,33.3,4,7,0,2,6,2,9,2,7,3,1,3,4,9,11
86,84,Guillermo Benítez,ar ARG,DF,CA Huracán,30-142,1993,4,3,290,3.2,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.3,3,11,10,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.09,0.07,0.09,Matches,0.0,1,1,15,4,26.7,39,30,76.9,6,2,471,36,32,88.9,95,67,70.5,1099,0.5,3,0,4,0,14,25,0,70,4,67,0,0,0,21,50.0,5,12,0,5,10,1,4,4,7,0,6,1,3,8,8
87,85,Gustavo Benítez,ar ARG,FW,Deportivo Riestra,38-052,1986,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,86,Mauricio Benítez,ar ARG,MF,Boca Juniors,20-085,2004,5,3,251,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,18,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,0.0,0,0,23,17,73.9,59,48,81.4,17,1,691,63,57,90.5,157,124,79.0,2286,0.1,0,0,0,0,0,0,0,157,1,124,0,3,0,0,71.4,2,6,0,5,7,7,4,0,8,2,4,2,5,15,4
89,87,Bruno Bianchi,ar ARG,DF,Independiente Rivadavia,35-071,1989,9,9,810,9.0,1,1,2,1,0,0,6,0,0.3,0.3,0.3,0.6,0,7,0,0.11,0.11,0.22,0.11,0.22,0.04,0.03,0.07,0.04,0.07,Matches,+0.7,0,1,90,38,42.2,168,137,81.5,16,0,2513,86,73,84.9,349,248,71.1,5344,0.0,0,0,0,0,0,15,12,334,2,248,0,1,0,1,66.7,5,51,1,10,15,14,7,10,18,0,14,4,13,32,17
90,88,Lautaro Blanco,ar ARG,DF,Boca Juniors,25-069,1999,11,10,860,9.6,0,3,3,0,0,0,3,1,0.0,0.0,1.3,1.4,33,34,53,0.00,0.31,0.31,0.00,0.31,0.00,0.14,0.14,0.00,0.14,Matches,+1.7,8,8,72,30,41.7,179,114,63.7,22,10,2187,199,169,84.9,483,317,65.6,5296,1.0,0,0,0,0,59,104,1,378,15,317,1,2,0,103,53.6,13,19,0,15,28,10,9,0,31,4,14,13,17,41,9
91,89,Nicolás Blandi,ar ARG,MF,Defensa y Just,34-106,1990,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,0,0,,2,1,50.0,0,0,0,2,0,0.0,5,2,40.0,25,0.0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,90,Pablo de Blasis,ar ARG,MF,Gimnasia ELP,36-084,1988,14,14,1180,13.1,1,4,5,0,1,1,2,0,1.2,0.4,2.8,3.2,12,93,34,0.08,0.31,0.38,0.00,0.31,0.09,0.21,0.30,0.03,0.24,Matches,+1.2,7,40,171,105,61.4,299,234,78.3,85,20,3652,262,217,82.8,793,586,73.9,11524,3.0,17,0,40,17,71,93,36,695,16,586,5,18,3,10,53.2,22,12,0,25,47,13,11,2,40,5,10,25,26,53,13
93,91,Lucas Blondel,ar ARG,"DF,MF",Boca Juniors,27-227,1996,9,6,423,4.7,2,0,2,2,0,0,0,0,1.1,1.1,0.1,1.2,8,17,21,0.43,0.00,0.43,0.43,0.43,0.23,0.03,0.26,0.23,0.26,Matches,-0.1,2,2,24,9,37.5,63,42,66.7,18,4,1002,113,87,77.0,219,144,65.8,2179,0.3,0,0,0,0,15,31,2,188,7,144,0,4,1,29,56.3,7,14,1,9,16,5,8,2,14,1,7,6,10,19,10
94,92,Roberto Bochi,ar ARG,MF,Instituto,34-134,1989,14,13,1114,12.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,7,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,-0.1,0,3,38,26,68.4,129,112,86.8,28,0,1930,145,130,89.7,328,271,82.6,4682,0.1,0,0,0,0,0,7,6,320,3,271,1,3,0,0,38.5,24,27,0,15,39,19,9,6,42,5,16,21,24,61,15
95,93,Rodrigo Bogarín,py PAR,"MF,FW",Defensa y Just,26-340,1997,10,9,713,7.9,1,0,1,1,0,0,0,0,0.8,0.8,0.8,1.6,13,46,23,0.13,0.00,0.13,0.13,0.13,0.10,0.10,0.21,0.10,0.21,Matches,-0.8,2,14,45,24,53.3,97,74,76.3,29,7,1226,127,97,76.4,292,202,69.2,3537,1.2,3,2,13,8,23,24,9,262,8,202,6,1,1,2,33.3,4,4,0,2,6,6,15,3,7,1,1,5,5,13,18
96,94,Luciano Boggio,it ITA,"MF,FW",Lanús,25-049,1999,14,8,658,7.3,1,1,2,1,0,0,4,0,1.1,1.1,0.9,2.0,16,36,23,0.14,0.14,0.27,0.14,0.27,0.14,0.13,0.27,0.14,0.27,Matches,+0.1,0,15,47,21,44.7,101,80,79.2,30,4,1110,119,100,84.0,287,210,73.2,3566,0.9,13,0,24,6,38,47,22,239,8,210,1,1,1,1,47.1,9,6,0,8,17,0,4,0,17,3,7,7,10,17,4
97,95,Agustín Bolívar,ar ARG,"MF,FW",Gimnasia ELP,28-110,1996,2,0,35,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,0.0,0,0,8,4,50.0,17,12,70.6,2,0,229,5,4,80.0,33,21,63.6,458,0.0,0,0,0,0,1,1,0,31,1,21,1,1,0,1,100.0,0,0,0,1,1,1,1,0,1,0,1,0,1,2,1
98,96,Enrique Bologna,ar ARG,GK,Defensa y Just,42-075,1982,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,22,11,50.0,21,21,100.0,0,0,758,8,8,100.0,51,40,78.4,996,0.0,0,0,0,0,0,14,2,37,0,40,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,97,Francisco Bonfiglio,es ESP,"FW,MF",Tucumán,22-117,2002,5,0,81,0.9,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,4,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0.40,0.40,0.40,Matches,0.0,0,0,0,0,,4,2,50.0,0,0,2,8,5,62.5,13,8,61.5,92,0.0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
100,98,Ezequiel Bonifacio,ar ARG,DF,Banfield,29-355,1994,13,12,1085,12.1,0,1,1,0,0,0,2,0,0.1,0.1,0.6,0.7,32,69,27,0.00,0.08,0.08,0.00,0.08,0.00,0.05,0.05,0.00,0.05,Matches,+0.4,4,6,95,49,51.6,239,169,70.7,49,14,3341,202,175,86.6,559,402,71.9,7325,1.1,0,0,0,0,31,127,5,431,8,402,1,3,3,122,50.0,9,32,0,9,18,13,5,6,25,3,15,7,14,38,11
101,99,Joaquín Borja,ar ARG,"MF,FW",Deportivo Riestra,22-096,2002,3,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,3,0,0.0,5,2,40.0,1,0,12,8,6,75.0,16,8,50.0,107,0.0,0,0,0,0,0,0,0,16,0,8,0,0,1,0,50.0,1,4,0,1,2,5,4,1,3,0,1,2,2,8,5
102,100,Miguel Borja,co COL,FW,River Plate,31-093,1993,12,11,887,9.9,12,0,12,12,0,0,1,0,6.6,6.6,0.7,7.3,9,16,54,1.22,0.00,1.22,1.22,1.22,0.67,0.07,0.74,0.67,0.74,Matches,-0.7,3,10,19,16,84.2,44,31,70.5,5,5,353,68,51,75.0,153,102,66.7,1785,0.7,0,0,0,0,5,6,0,147,9,102,0,1,1,0,55.6,4,3,0,5,9,1,7,2,8,4,0,4,5,9,9
103,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
104,101,Sebastián Boselli,uy URU,DF,River Plate,20-146,2003,5,4,322,3.6,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.5,3,26,2,0.00,0.28,0.28,0.00,0.28,0.04,0.10,0.14,0.04,0.14,Matches,+0.7,1,2,30,20,66.7,128,120,93.8,24,1,1454,89,75,84.3,253,217,85.8,4091,0.1,0,0,0,0,1,21,9,232,5,217,0,0,0,12,44.4,5,7,1,4,9,6,4,0,7,0,4,3,4,13,4
105,102,Rubén Botta,ar ARG,"FW,MF",Talleres,34-088,1990,13,12,946,10.5,2,3,5,2,0,0,1,0,1.4,1.4,1.9,3.3,35,60,89,0.19,0.29,0.48,0.19,0.48,0.13,0.18,0.32,0.13,0.32,Matches,+1.1,6,30,78,47,60.3,148,117,79.1,45,18,1669,130,109,83.8,387,279,72.1,5470,1.7,8,0,14,2,38,38,14,341,15,279,8,6,7,10,54.5,10,3,0,12,22,1,6,0,18,3,5,10,15,19,6
106,103,Gustavo Bou,ar ARG,"FW,MF",Talleres,34-070,1990,7,2,221,2.5,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,3,3,13,0.41,0.00,0.41,0.41,0.41,0.16,0.04,0.20,0.16,0.20,Matches,-0.1,2,4,6,3,50.0,12,7,58.3,2,4,135,30,21,70.0,52,32,61.5,530,0.2,1,0,1,0,7,5,0,47,3,32,0,1,0,0,50.0,1,0,0,1,2,1,2,1,2,0,0,2,2,3,3
