,Rk,Player,Nation,Pos,Squad,Age,Born,Matches Played,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,Progressive Carries,Progressive Passes,Progressive Passes Received,Gls 90,Ast 90,G+A 90,G-PK 90,G+A-PK,xG 90,xAG 90,xG+xAG,npxG 90,npxG+xAG 90,Matches,A-xAG,Crosses into Penalty Area,Key Passes,Long Passes Attempted,Long Passes Completed,Long Passes Success %,Medium Passes Attempted,Medium Passes Completed,Medium Passes Success %,Passes into Final Third,Passes into Penalty Area,Progressive Passing Distance,Short Passes Attenpted,Short Passes Completed,Short Passes Success %,Total Passes Attempted,Total Passes Completed,Total Passes Success %,Total Passing Distance,xA,Corner Kick Outward,Corner Kick Straight,Corner Kicks,Corner Kicks Inward,Crosses,Dead-ball Passes,Free Kicks Passes,Live-ball Passes,Passes Blocked by Opponent,Passes Completed,Passes Offside,Switches,Through Balls,Throw Ins,% Dribblers Tackled,Challenges Lost,Clearances,Defensive Errors,Dribblers Tackled,Dribbles Challenged,Interceptions,Passes Blocked,Shots Blocked,Tackles,Tackles Att 3rd,Tackles Def 3rd,Tackles Mid 3rd,Tackles Won,Tackles+Interceptions,Total Blocks
597,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
598,576,Pablo Piatti,ar ARG,"FW,MF",Estudiantes,35-028,1989,7,0,157,1.7,0,2,2,0,0,0,1,0,0.5,0.5,0.6,1.2,2,7,15,0.00,1.15,1.15,0.00,1.15,0.31,0.36,0.66,0.31,0.66,Matches,+1.4,0,8,11,6,54.5,24,18,75.0,3,0,309,22,18,81.8,66,44,66.7,770,0.6,5,0,7,1,11,13,4,53,4,44,0,0,1,2,16.7,5,1,0,1,6,2,1,1,2,0,0,2,2,4,2
599,577,Leonel Picco,ar ARG,"DF,MF",Platense,24-189,1999,13,13,1092,12.1,0,0,0,0,0,0,1,0,1.0,1.0,0.3,1.3,2,40,5,0.00,0.00,0.00,0.00,0.00,0.08,0.03,0.11,0.08,0.11,Matches,-0.3,0,9,53,31,58.5,183,160,87.4,26,2,2617,176,150,85.2,439,356,81.1,6246,0.2,0,0,0,0,1,18,13,420,6,356,1,2,0,1,59.4,13,39,0,19,32,17,9,3,39,2,22,15,21,56,12
600,578,Rodrigo Piñeiro,uy URU,"FW,MF",Vélez Sarsfield,24-359,1999,8,7,413,4.6,0,1,1,0,0,0,0,0,1.6,1.6,0.8,2.4,24,9,40,0.00,0.22,0.22,0.00,0.22,0.35,0.17,0.52,0.35,0.52,Matches,+0.2,1,3,11,5,45.5,41,34,82.9,2,4,294,86,77,89.5,154,122,79.2,1657,0.3,0,0,0,0,4,1,0,153,3,122,0,0,0,1,33.3,2,0,0,1,3,3,4,0,6,1,2,3,4,9,4
601,579,Martín Pino,ar ARG,FW,Godoy Cruz,26-043,1998,4,0,112,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.5,0,2,11,0.00,0.00,0.00,0.00,0.00,0.29,0.12,0.41,0.29,0.41,Matches,-0.2,0,2,2,2,100.0,6,5,83.3,3,0,42,13,9,69.2,24,19,79.2,261,0.2,0,0,0,0,0,0,0,24,0,19,0,0,0,0,100.0,0,2,0,1,1,0,0,0,1,0,0,1,1,1,0
602,580,Juan Pintado,uy URU,DF,Gimnasia ELP,29-275,1994,12,12,1021,11.3,0,0,0,0,0,0,3,0,0.0,0.0,0.6,0.6,46,43,37,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.06,0.00,0.06,Matches,-0.6,17,12,104,47,45.2,206,154,74.8,38,23,3544,212,181,85.4,557,395,70.9,7074,1.1,0,0,0,0,60,112,2,442,17,395,3,1,0,110,57.1,15,36,0,20,35,7,15,6,32,2,16,14,21,39,21
603,581,Bruno Pittón,ar ARG,DF,CA Unión,31-087,1993,14,11,902,10.0,1,1,2,1,0,0,0,0,1.2,1.2,1.5,2.7,14,44,65,0.10,0.10,0.20,0.10,0.20,0.12,0.15,0.27,0.12,0.27,Matches,-0.5,8,17,88,28,31.8,131,95,72.5,27,13,1798,172,140,81.4,425,269,63.3,4755,1.2,7,0,18,8,69,75,20,345,21,269,5,1,0,37,46.2,7,19,0,6,13,10,11,3,20,1,11,8,14,30,14
604,582,Mauro Pittón,ar ARG,MF,CA Unión,29-264,1994,14,14,1039,11.5,0,2,2,0,0,0,2,0,0.6,0.6,0.7,1.3,11,50,26,0.00,0.17,0.17,0.00,0.17,0.05,0.06,0.11,0.05,0.11,Matches,+1.3,3,9,74,37,50.0,173,131,75.7,40,6,1946,195,164,84.1,470,341,72.6,5973,0.8,8,1,27,6,38,63,19,406,13,341,1,2,0,17,25.8,23,8,0,8,31,18,21,2,18,4,6,8,10,36,23
605,583,Francisco Pizzini,ar ARG,"FW,MF",Vélez Sarsfield,30-222,1993,12,11,835,9.3,3,1,4,3,0,0,2,0,2.5,2.5,1.7,4.1,29,26,82,0.32,0.11,0.43,0.32,0.43,0.26,0.18,0.44,0.26,0.44,Matches,-0.7,2,10,10,4,40.0,91,66,72.5,11,12,583,128,106,82.8,259,183,70.7,2556,1.5,0,0,4,0,24,6,0,253,13,183,0,0,1,2,20.0,12,11,0,3,15,3,7,0,13,2,2,9,5,16,7
606,584,Vicente Poggi,uy URU,MF,Godoy Cruz,21-292,2002,10,6,589,6.5,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,10,49,20,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,-0.2,5,4,46,29,63.0,94,78,83.0,39,12,1421,140,125,89.3,293,239,81.6,4105,0.7,3,0,4,1,13,7,2,286,4,239,0,4,1,1,65.0,7,11,0,13,20,4,8,3,23,1,5,17,18,27,11
607,585,Tomás Porra,ar ARG,FW,San Lorenzo,20-110,2004,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,6,2,33.3,5,4,80.0,2,2,116,10,10,100.0,22,16,72.7,270,0.1,0,0,0,0,1,1,0,20,0,16,1,0,0,1,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
608,586,Juan Portillo,ar ARG,MF,Talleres,23-346,2000,11,5,564,6.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,5,36,8,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05,Matches,-0.1,0,4,54,35,64.8,98,78,79.6,39,3,1192,116,98,84.5,292,216,74.0,4197,0.2,0,0,0,0,2,5,4,286,12,216,1,6,1,1,70.6,5,8,0,12,17,5,9,2,35,0,12,23,25,40,11
609,587,Marcos Portillo,ar ARG,MF,Talleres,24-088,2000,9,5,400,4.4,1,0,1,1,0,0,3,0,0.2,0.2,0.8,1.1,9,25,8,0.23,0.00,0.23,0.23,0.23,0.06,0.18,0.24,0.06,0.24,Matches,-0.8,0,7,40,22,55.0,86,71,82.6,27,8,1126,84,74,88.1,222,169,76.1,3244,0.5,0,0,1,0,4,10,6,211,7,169,1,5,4,2,44.4,5,4,0,4,9,5,5,2,10,0,4,6,8,15,7
610,588,Tomás Pozzo,ar ARG,MF,Godoy Cruz,23-214,2000,5,1,183,2.0,0,1,1,0,0,0,2,0,0.0,0.0,0.2,0.3,4,8,8,0.00,0.49,0.49,0.00,0.49,0.02,0.11,0.13,0.02,0.13,Matches,+0.8,2,5,11,8,72.7,25,22,88.0,7,3,358,39,33,84.6,86,68,79.1,1078,0.2,0,0,2,2,5,2,0,84,4,68,0,1,0,0,100.0,0,1,0,1,1,0,0,1,6,1,1,4,4,6,1
611,589,Sebastián Prieto,ar ARG,DF,Argentinos Jun,31-019,1993,6,4,437,4.9,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,11,17,14,0.00,0.21,0.21,0.00,0.21,0.01,0.06,0.07,0.01,0.07,Matches,+0.7,0,3,48,18,37.5,96,68,70.8,10,4,1211,83,73,88.0,250,166,66.4,2827,0.4,2,0,2,0,18,39,1,211,17,166,0,2,0,36,50.0,6,20,0,6,12,3,3,2,12,0,7,5,9,15,5
612,590,Damián Puebla,ar ARG,"MF,FW",Instituto,21-226,2002,13,13,976,10.8,6,0,6,3,3,3,1,0,4.0,1.6,1.1,2.7,30,47,54,0.55,0.00,0.55,0.28,0.28,0.37,0.10,0.46,0.15,0.25,Matches,-1.1,6,14,44,24,54.5,94,77,81.9,31,18,1323,127,96,75.6,293,206,70.3,3507,1.2,1,0,4,2,24,7,2,284,9,206,2,3,1,1,36.0,16,3,0,9,25,5,13,0,28,6,6,16,22,33,13
613,591,Maximiliano Puig,ar ARG,"MF,FW",Barracas Central,23-223,2000,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,0,0,,0,0,,0,0,0,5,4,80.0,6,5,83.3,45,0.0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,50.0,1,0,0,1,2,0,1,0,1,0,1,0,1,1,1
614,592,Ignacio Pussetto,ar ARG,"FW,MF",CA Huracán,28-129,1995,13,11,984,10.9,3,0,3,2,1,1,2,0,3.9,3.1,1.0,4.1,20,32,75,0.27,0.00,0.27,0.18,0.18,0.36,0.09,0.45,0.29,0.38,Matches,-1.0,0,14,30,15,50.0,90,69,76.7,24,9,735,183,146,79.8,329,239,72.6,3465,0.9,0,0,0,0,8,14,0,313,11,239,2,2,3,4,41.7,7,8,0,5,12,3,8,2,10,5,1,4,5,13,10
615,593,Facundo Quignon,ar ARG,MF,Belgrano,30-362,1993,3,2,130,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,7,5,71.4,19,16,84.2,5,1,178,25,24,96.0,55,46,83.6,750,0.0,0,0,0,0,0,2,2,53,0,46,0,0,0,0,75.0,2,3,0,6,8,0,1,0,6,1,5,0,2,6,1
616,594,Jhonny Quiñónez,ec ECU,MF,Independiente,25-322,1998,6,4,327,3.6,1,0,1,0,1,1,1,0,1.0,0.2,0.1,0.3,4,16,12,0.28,0.00,0.28,0.00,0.00,0.27,0.03,0.30,0.06,0.09,Matches,-0.1,2,2,17,9,52.9,42,34,81.0,13,4,628,70,59,84.3,147,105,71.4,1793,0.2,0,0,0,0,4,1,0,144,6,105,2,5,0,1,87.5,1,6,0,7,8,1,5,5,8,1,6,1,3,9,10
617,595,Carlos Quintana,ar ARG,DF,Rosario Cent,36-077,1988,11,10,884,9.8,1,0,1,1,0,0,4,1,1.0,1.0,0.1,1.1,0,15,6,0.10,0.00,0.10,0.10,0.10,0.10,0.01,0.11,0.10,0.11,Matches,-0.1,0,1,52,32,61.5,171,144,84.2,12,0,2238,83,72,86.7,312,249,79.8,5147,0.1,0,0,0,0,0,12,12,299,1,249,1,1,0,0,64.3,5,61,0,9,14,8,5,8,14,0,8,6,9,22,13
618,596,Juan Quintana,uy URU,MF,Banfield,24-115,2000,7,0,116,1.3,1,0,1,1,0,0,0,0,0.9,0.9,0.4,1.3,3,1,12,0.78,0.00,0.78,0.78,0.78,0.68,0.29,0.98,0.68,0.98,Matches,-0.4,1,1,1,0,0.0,13,5,38.5,1,1,83,14,11,78.6,34,18,52.9,217,0.6,0,0,0,0,6,2,0,32,1,18,0,0,0,2,16.7,5,0,0,1,6,1,3,0,3,0,1,2,0,4,3
619,597,Juan Quintero,co COL,"MF,FW",Racing Club,31-101,1993,13,11,1000,11.1,3,3,6,3,0,1,2,0,2.6,1.8,3.2,5.1,22,116,58,0.27,0.27,0.54,0.27,0.54,0.24,0.29,0.53,0.17,0.46,Matches,-0.2,0,34,148,93,62.8,253,201,79.4,72,36,3577,242,212,87.6,668,514,76.9,10495,2.6,9,0,36,20,49,85,30,578,8,514,5,20,10,9,47.8,12,0,0,11,23,1,2,0,15,2,5,8,5,16,2
620,598,Franco Quinteros,ar ARG,DF,Banfield,25-198,1998,1,1,69,0.8,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,0.0,0,1,10,5,50.0,9,5,55.6,5,1,249,7,2,28.6,26,12,46.2,329,0.1,0,0,0,0,3,8,0,18,2,12,0,0,0,8,0.0,1,3,0,0,1,0,1,0,1,0,1,0,1,1,1
621,599,Sergio Quiroga,ar ARG,"MF,FW",Sarmiento,29-326,1994,13,9,753,8.4,1,1,2,1,0,0,2,1,0.3,0.3,0.8,1.2,18,32,25,0.12,0.12,0.24,0.12,0.24,0.04,0.10,0.14,0.04,0.14,Matches,+0.2,1,17,59,29,49.2,98,71,72.4,29,4,1268,85,68,80.0,260,171,65.8,3350,0.6,11,0,17,3,24,25,4,233,6,171,2,5,0,3,52.0,12,7,0,13,25,7,12,0,20,5,6,9,11,27,12
622,600,Aaron Quirós,ar ARG,DF,Banfield,22-180,2001,9,9,803,8.9,1,1,2,1,0,0,4,0,0.3,0.3,0.3,0.6,2,19,3,0.11,0.11,0.22,0.11,0.22,0.03,0.03,0.06,0.03,0.06,Matches,+0.7,1,5,94,42,44.7,180,159,88.3,18,3,2283,64,61,95.3,348,264,75.9,5897,0.3,0,0,0,0,2,47,9,299,4,264,2,3,0,29,44.4,5,35,0,4,9,10,4,5,8,1,6,1,5,18,9
623,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
624,601,Santiago Quiros,ar ARG,DF,Racing Club,21-055,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,13,7,53.8,14,13,92.9,3,0,244,13,12,92.3,45,33,73.3,672,0.0,0,0,0,0,0,0,0,44,2,33,1,1,0,0,100.0,0,2,0,1,1,3,2,0,2,0,2,0,0,5,2
625,602,Maico Quiroz,ar ARG,"MF,FW",Sarmiento,22-160,2001,3,2,149,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,7,5,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11,Matches,-0.1,1,2,8,3,37.5,10,7,70.0,6,2,197,18,14,77.8,42,25,59.5,384,0.1,0,0,0,0,1,1,0,41,2,25,0,1,0,1,60.0,2,0,0,3,5,2,2,1,7,0,4,3,5,9,3
626,603,Franco Rami,ar ARG,MF,Belgrano,21-028,2003,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,0,0,,0,0,,0,0,0,4,3,75.0,4,3,75.0,36,0.0,0,0,0,0,0,2,0,2,0,3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,604,Erik Ramírez,ar ARG,"FW,MF",Gimnasia ELP,27-220,1996,13,7,608,6.8,3,1,4,3,0,0,2,0,,,,,,,,0.44,0.15,0.59,0.44,0.59,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,2,,,,,,,5,,
628,605,Juan Ramírez,ar ARG,"MF,FW",Boca Juniors,30-339,1993,2,1,60,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,2,1,50.0,8,8,100.0,2,0,74,9,5,55.6,22,15,68.2,264,0.0,0,0,0,0,1,3,3,19,1,15,0,0,0,0,50.0,1,0,0,1,2,1,0,0,3,1,2,0,3,4,0
629,606,Matías Ramírez,ar ARG,"FW,MF",Gimnasia ELP,25-045,1999,6,2,199,2.2,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,4,7,13,0.00,0.00,0.00,0.00,0.00,0.15,0.14,0.29,0.15,0.29,Matches,-0.3,2,3,7,3,42.9,18,14,77.8,6,3,199,20,16,80.0,56,41,73.2,658,0.2,0,0,0,0,4,1,0,55,3,41,0,0,0,1,33.3,4,0,0,2,6,2,0,0,4,0,3,1,4,6,0
630,607,Pedro Ramírez,ar ARG,"DF,MF",Deportivo Riestra,24-024,2000,9,8,615,6.8,1,0,1,1,0,0,2,0,0.4,0.4,0.3,0.7,1,8,17,0.15,0.00,0.15,0.15,0.15,0.06,0.05,0.11,0.06,0.11,Matches,-0.3,3,4,49,20,40.8,58,39,67.2,11,3,1070,48,36,75.0,167,96,57.5,2072,0.5,5,0,6,1,21,55,4,112,7,96,0,1,0,45,53.3,7,21,0,8,15,8,4,2,15,1,9,5,8,23,6
631,608,Roberto Ramírez,ar ARG,GK,Godoy Cruz,27-296,1996,2,2,180,2.0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,41,20,48.8,21,21,100.0,2,0,1288,4,4,100.0,66,45,68.2,1651,0.0,0,0,0,0,0,28,10,38,0,45,0,0,0,0,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
632,609,Sebastián Ramírez,ar ARG,"FW,MF",CA Huracán,23-237,2000,8,1,143,1.6,0,0,0,0,0,0,0,0,0.2,0.2,0.6,0.8,2,2,26,0.00,0.00,0.00,0.00,0.00,0.16,0.35,0.51,0.16,0.51,Matches,-0.6,0,1,9,3,33.3,14,10,71.4,0,0,82,26,24,92.3,51,38,74.5,607,0.4,0,0,0,0,8,0,0,51,2,38,0,0,0,0,100.0,0,1,0,1,1,2,1,0,3,0,3,0,0,5,1
633,610,Victorio Ramis,ar ARG,"FW,MF",Independiente Rivadavia,29-296,1994,10,4,342,3.8,2,1,3,2,0,0,1,0,2.1,2.1,0.7,2.8,2,3,14,0.53,0.26,0.79,0.53,0.79,0.56,0.18,0.74,0.56,0.74,Matches,+0.3,1,3,2,1,50.0,19,13,68.4,3,2,109,40,29,72.5,72,47,65.3,557,0.5,0,0,0,0,2,8,0,64,2,47,0,0,1,0,20.0,4,4,0,1,5,2,2,0,2,0,0,2,1,4,2
634,611,Luciano Ramón Herrera,ar ARG,FW,Defensa y Just,27-333,1996,13,12,927,10.3,1,0,1,1,0,0,1,0,,,,,,,,0.10,0.00,0.10,0.10,0.10,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,8,,,,,,,12,,
635,612,Santi Ramos Mingo,ar ARG,DF,Defensa y Just,22-159,2001,13,13,1170,13.0,3,0,3,3,0,0,3,0,1.1,1.1,0.1,1.2,9,35,0,0.23,0.00,0.23,0.23,0.23,0.08,0.00,0.09,0.08,0.09,Matches,-0.1,0,1,93,60,64.5,277,248,89.5,24,0,4107,174,163,93.7,562,477,84.9,9647,0.1,0,0,0,0,0,25,25,536,5,477,1,13,0,0,73.9,6,78,0,17,23,19,7,10,21,1,18,2,13,40,17
636,613,Federico Rasmussen,ar ARG,DF,Godoy Cruz,32-055,1992,12,11,1001,11.1,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.2,8,36,3,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02,Matches,-0.1,0,2,83,57,68.7,263,241,91.6,28,3,3113,142,127,89.4,508,432,85.0,8785,0.2,0,0,0,0,0,12,10,495,5,432,1,5,0,1,88.9,2,44,0,16,18,14,5,10,29,0,17,12,14,43,15
637,614,Matías Reali,ar ARG,"FW,MF",Independiente Rivadavia,26-166,1997,14,14,1158,12.9,0,4,4,0,0,0,2,0,0.9,0.9,2.9,3.8,58,21,130,0.00,0.31,0.31,0.00,0.31,0.07,0.23,0.30,0.07,0.30,Matches,+1.1,15,25,83,29,34.9,111,76,68.5,11,19,1078,183,160,87.4,407,275,67.6,4333,2.1,8,1,31,12,107,73,16,333,16,275,1,5,1,20,22.7,17,3,0,5,22,5,10,0,23,7,0,16,11,28,10
638,615,Alejandro Rébola,ar ARG,DF,Belgrano,35-279,1988,6,4,416,4.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,7,0,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,0.0,0,0,37,18,48.6,73,62,84.9,5,1,1054,43,33,76.7,155,113,72.9,2393,0.1,0,0,0,0,0,16,11,139,2,113,0,3,0,0,100.0,0,24,0,4,4,3,1,3,4,0,2,2,2,7,4
639,616,Luciano Recalde,ar ARG,DF,Banfield,28-260,1995,7,5,476,5.3,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,8,0,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches,0.0,1,0,48,22,45.8,92,80,87.0,9,2,1313,40,36,90.0,184,138,75.0,3053,0.1,0,0,0,0,2,9,6,174,0,138,1,2,0,0,100.0,0,13,0,2,2,4,0,4,3,0,3,0,3,7,4
640,617,Eric Remedi,ar ARG,MF,San Lorenzo,28-329,1995,4,2,211,2.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.1,0,10,2,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches,0.0,0,2,7,4,57.1,35,29,82.9,7,1,423,52,43,82.7,98,77,78.6,1202,0.1,1,0,2,1,3,4,2,94,2,77,0,0,0,0,42.9,4,2,0,3,7,2,1,1,6,0,2,4,4,8,2
641,618,Gonzalo Requena,ar ARG,"DF,MF",Instituto,21-055,2003,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,0,0,0,,2,1,50.0,0,0,17,2,2,100.0,4,3,75.0,41,0.0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
642,619,Rodrigo Rey,ar ARG,GK,Independiente,33-051,1991,14,14,1260,14.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,0.0,0,1,153,75,49.0,152,149,98.0,8,0,5491,73,73,100.0,386,305,79.0,7505,0.0,0,0,0,0,0,154,39,232,0,305,0,0,0,0,0.0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0
643,620,Bryan Reyna,pe PER,"FW,MF",Belgrano,25-249,1998,9,8,616,6.8,2,0,2,2,0,0,1,0,1.9,1.9,0.2,2.1,19,19,56,0.29,0.00,0.29,0.29,0.29,0.28,0.03,0.30,0.28,0.30,Matches,-0.2,4,5,10,7,70.0,40,26,65.0,5,10,429,66,47,71.2,138,88,63.8,1265,0.4,0,0,2,2,11,5,0,131,9,88,2,1,0,3,66.7,2,2,0,4,6,2,3,0,9,4,1,4,5,11,3
644,621,Lautaro Ríos,ar ARG,MF,Banfield,23-202,2000,4,1,125,1.4,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,5,10,2,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.20,0.15,0.20,Matches,-0.1,1,2,9,2,22.2,22,19,86.4,6,3,221,17,12,70.6,52,33,63.5,609,0.1,0,0,1,1,7,1,0,51,1,33,0,0,0,0,50.0,1,2,0,1,2,0,1,0,3,0,1,2,2,3,1
645,622,Ciro Rius,ar ARG,DF,Platense,35-184,1988,2,1,106,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,1,1,5,0.00,0.00,0.00,0.00,0.00,0.21,0.01,0.22,0.21,0.22,Matches,0.0,0,1,2,2,100.0,12,8,66.7,0,0,104,18,17,94.4,38,29,76.3,377,0.0,1,0,1,0,4,5,0,33,3,29,0,0,0,4,,0,2,0,0,0,0,2,0,2,0,0,2,2,2,2
646,623,Geronimo Rivera,ar ARG,MF,Banfield,20-254,2003,14,7,782,8.7,3,1,4,3,0,0,2,0,2.0,2.0,1.4,3.4,23,16,68,0.35,0.12,0.46,0.35,0.46,0.23,0.16,0.39,0.23,0.39,Matches,-0.4,2,16,36,14,38.9,51,24,47.1,11,8,693,85,63,74.1,197,103,52.3,1641,1.7,2,0,3,1,27,27,0,168,13,103,2,1,2,24,42.9,8,4,0,6,14,9,8,0,12,6,5,1,8,21,8
647,624,Braian Rivero,ar ARG,MF,Platense,28-066,1996,10,6,451,5.0,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.2,10,28,10,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches,-0.2,0,4,19,10,52.6,62,50,80.6,11,2,628,94,79,84.0,190,146,76.8,2237,0.1,0,0,0,0,2,2,1,187,3,146,1,3,0,0,27.8,13,5,0,5,18,6,5,2,15,2,6,7,8,21,7
648,625,Blas Riveros,py PAR,DF,Talleres,26-085,1998,5,4,324,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,10,26,13,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07,Matches,-0.1,1,2,21,15,71.4,76,67,88.2,15,3,1030,75,62,82.7,180,146,81.1,2648,0.1,0,0,0,0,9,35,2,144,2,146,1,2,0,33,50.0,1,7,0,1,2,2,3,0,2,0,0,2,0,4,3
649,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,A-xAG,CrsPA,KP,Att,Cmp,Cmp%,Att,Cmp,Cmp%,1/3,PPA,PrgDist,Att,Cmp,Cmp%,Att,Cmp,Cmp%,TotDist,xA,Out,Str,CK,In,Crs,Dead,FK,Live,Blocks,Cmp,Off,Sw,TB,TI,Tkl%,Lost,Clr,Err,Tkl,Att,Int,Pass,Sh,Tkl,Att 3rd,Def 3rd,Mid 3rd,TklW,Tkl+Int,Blocks
